,DMS,Visitas,Rebotes,Salidas,Usuarios nuevos,Sesiones,VMP,CR,UNC,VS,NVPRC,TR,PCOD,PCRD,Ingresos,CTRLP,CLP,SB,SE,NPP,Cantidad,CRED,CPAY
678,203,105,60,437,263,443,0.31420000000000003,0.013500000000000002,85,0.0043,29,6,0.0262,0.18100000000000002,1.88,0.0281,353,0,367,85,11,0.0,0.0
679,203,105,51,329,168,331,0.32409999999999994,0.0181,62,0.0059,26,6,0.0168,0.1394,1.94,0.0318,292,2,275,77,7,0.5,1.0
680,102,102,48,390,270,390,0.2695,0.0128,44,0.0034999999999999996,11,5,0.010700000000000001,0.0876,1.34,0.0301,277,1,336,31,5,1.5,1.0
681,176,102,56,353,237,357,0.5827,0.005600000000000001,69,0.0033,17,2,0.0195,0.15960000000000002,1.16,0.0282,254,3,293,59,6,0.33,0.66
682,90,102,38,305,169,309,0.1928,0.0097,27,0.0019,4,3,0.0085,0.0712,0.57,0.0254,143,1,263,16,3,3.0,0.0
683,121,101,86,543,314,549,0.32159999999999994,0.0073,65,0.0023,19,4,0.0116,0.1063,1.28,0.03,318,5,449,46,7,0.42,0.14
684,207,100,69,391,214,394,0.5932999999999999,0.0254,107,0.0151,30,10,0.0675,0.2089,5.93,0.030600000000000002,359,2,318,276,33,1.16,0.66
685,157,99,60,429,264,431,0.5123,0.006999999999999999,39,0.0036,12,3,0.013500000000000002,0.0876,1.53,0.0282,345,0,366,25,6,0.0,0.0
686,125,99,98,519,304,521,0.5485,0.0038,60,0.0021,44,2,0.0096,0.09390000000000001,1.09,0.0319,338,2,416,36,6,0.33,0.66
687,161,99,33,229,142,232,0.2193,0.0129,34,0.0028000000000000004,4,3,0.0179,0.13449999999999998,0.65,0.0276,149,2,186,62,5,0.5,1.0
688,167,99,45,281,178,283,0.38770000000000004,0.0106,28,0.0040999999999999995,5,3,0.018500000000000003,0.0886,1.16,0.0277,192,4,231,33,6,0.28,0.14
689,155,99,57,368,201,374,0.3533,0.0455,52,0.0161,13,17,0.0557,0.11130000000000001,6.0,0.0354,224,3,309,41,26,1.33,0.66
690,163,98,91,605,380,610,0.41700000000000004,0.0213,72,0.0089,18,13,0.0417,0.0875,5.42,0.0321,455,4,501,59,31,1.75,0.5
691,108,98,55,353,206,354,0.2518,0.0226,32,0.005699999999999999,10,8,0.0255,0.0816,2.01,0.028399999999999998,158,0,292,28,10,0.0,0.0
692,171,97,68,418,258,422,0.3568,0.0095,37,0.0034000000000000002,9,4,0.0121,0.07490000000000001,1.42,0.0294,275,1,343,27,6,2.0,2.0
693,149,97,68,462,229,464,0.5001,0.0129,48,0.006500000000000001,18,6,0.0223,0.0781,3.0,0.0302,316,5,386,39,13,0.25,0.5
694,119,95,86,438,291,440,0.3403,0.038599999999999995,27,0.0131,3,17,0.0604,0.054299999999999994,5.78,0.025699999999999997,198,2,342,26,31,1.5,1.5
695,161,95,81,566,264,567,0.3455,0.0176,121,0.0060999999999999995,43,10,0.0341,0.1948,3.45,0.031200000000000002,454,5,477,104,21,1.2,0.8
696,145,95,61,443,215,445,0.2924,0.013500000000000002,51,0.0039000000000000003,17,6,0.0218,0.107,1.75,0.0298,287,2,377,48,12,1.5,1.5
697,114,95,175,645,265,649,0.3078,0.0216,88,0.0066,23,14,0.0326,0.1417,4.3,0.0222,434,6,450,73,20,1.83,0.5
698,91,94,58,321,184,324,0.2962,0.009300000000000001,37,0.0027,24,3,0.0096,0.10830000000000001,0.88,0.022799999999999997,95,2,258,12,3,1.0,0.5
699,116,93,66,364,229,367,0.3193,0.0163,33,0.0052,10,6,0.0242,0.09699999999999999,1.91,0.0349,202,4,283,19,8,0.5,0.5
700,152,92,84,460,271,464,0.2762,0.0216,30,0.006,9,10,0.032799999999999996,0.061500000000000006,2.76,0.030600000000000002,244,1,369,54,16,2.0,1.0
701,154,91,80,692,445,700,0.3125,0.0129,47,0.004,22,9,0.029500000000000002,0.0632,2.81,0.028900000000000002,527,3,593,22,22,1.33,0.33
702,81,89,110,399,184,403,0.6118,0.005,27,0.003,15,2,0.0196,0.0882,1.22,0.0191,164,0,275,22,6,0.0,0.0
703,129,88,46,440,319,442,0.3505,0.0068000000000000005,31,0.0024,8,3,0.012,0.0721,1.05,0.026000000000000002,330,2,385,14,5,0.33,0.66
704,136,88,44,317,201,320,0.1595,0.0031,27,0.0005,8,1,0.003,0.0823,0.15,0.028999999999999998,177,1,265,24,1,1.0,2.0
705,167,88,52,440,211,442,0.2536,0.0226,84,0.005699999999999999,33,10,0.0339,0.201,2.53,0.0351,339,1,386,99,15,8.0,2.0
706,153,88,24,192,137,193,0.3937,0.0415,27,0.0163,12,8,0.08990000000000001,0.1348,3.14,0.0273,102,2,164,21,17,0.33,1.33
707,147,88,100,505,305,507,0.3592,0.0079,58,0.0028000000000000004,15,4,0.013300000000000001,0.1277,1.43,0.0271,324,5,370,40,6,0.6,0.2
708,114,86,61,381,246,385,0.2944,0.0364,56,0.010700000000000001,7,14,0.0632,0.0962,4.12,0.032400000000000005,222,0,317,28,32,0.0,0.0
709,97,85,50,372,244,374,0.4061,0.0187,45,0.0076,9,7,0.0364,0.09609999999999999,2.84,0.023399999999999997,181,2,313,20,14,2.0,0.5
710,124,85,58,438,290,441,0.2852,0.0091,34,0.0026,14,4,0.0161,0.078,1.14,0.0265,259,4,370,34,7,0.75,0.25
711,147,79,37,278,183,279,0.2896,0.0287,35,0.0083,8,8,0.055099999999999996,0.12869999999999998,2.31,0.022000000000000002,109,2,231,31,15,3.0,1.0
712,142,78,60,336,224,337,0.30579999999999996,0.0089,25,0.0027,5,3,0.0118,0.0592,0.91,0.0302,186,1,273,18,5,3.0,0.0
713,116,77,45,282,182,283,0.42619999999999997,0.0106,24,0.0045000000000000005,7,3,0.0101,0.08109999999999999,1.27,0.0288,177,4,233,14,3,0.4,0.2
714,152,77,42,248,149,253,0.3664,0.019799999999999998,19,0.0072,1,5,0.053200000000000004,0.1011,1.83,0.023399999999999997,137,1,197,42,10,3.0,2.0
715,104,75,60,253,167,254,0.2801,0.0039000000000000003,11,0.0011,4,1,0.004699999999999999,0.0519,0.28,0.021099999999999997,93,0,191,9,1,0.0,0.0
716,144,73,32,176,116,177,0.4142,0.0113,19,0.004699999999999999,9,2,0.011399999999999999,0.0909,0.82,0.0258,116,1,142,10,3,2.0,0.0
717,141,72,79,333,145,339,0.3833,0.0649,54,0.024900000000000002,17,22,0.12300000000000001,0.1748,8.43,0.0222,206,2,251,70,39,1.0,0.5
718,93,71,65,323,208,323,0.1795,0.0062,21,0.0011,3,2,0.005600000000000001,0.05,0.35,0.03,164,4,254,16,2,0.5,0.0
719,189,71,35,193,119,193,0.4378,0.0207,60,0.0091,9,4,0.0418,0.20079999999999998,1.75,0.032799999999999996,162,1,154,120,12,3.0,1.0
720,119,69,29,241,140,241,0.22949999999999998,0.0040999999999999995,23,0.001,6,1,0.0038,0.0758,0.22,0.0331,114,3,208,9,1,0.33,0.0
721,105,66,42,283,194,287,0.2797,0.0034999999999999996,24,0.001,8,1,0.006500000000000001,0.0717,0.27,0.0296,137,2,240,16,2,0.5,0.0
722,110,66,32,189,118,189,0.0,0.0,13,0.0,5,0,0.0,0.0812,0.0,0.0265,77,2,151,5,0,0.0,0.5
723,201,66,30,177,119,178,0.449,0.0225,36,0.0101,52,4,0.0333,0.1524,1.79,0.033,149,3,145,25,8,0.5,0.5
724,145,64,49,380,253,383,0.34950000000000003,0.0026,20,0.0009,10,1,0.0026,0.044199999999999996,0.34,0.023700000000000002,253,0,326,26,1,0.0,0.0
725,140,63,33,266,171,266,0.1931,0.0113,21,0.0022,8,3,0.012,0.056900000000000006,0.57,0.026600000000000002,161,3,232,11,4,1.0,0.0
726,161,63,26,194,97,197,0.38909999999999995,0.0203,29,0.0079,16,4,0.0259,0.10369999999999999,1.55,0.0443,146,1,167,15,7,3.0,1.0
727,108,62,38,186,112,192,0.2445,0.0104,9,0.0025,1,2,0.0131,0.0588,0.48,0.0321,100,0,150,5,2,0.0,0.0
728,136,57,22,245,156,246,0.18359999999999999,0.024399999999999998,44,0.0045000000000000005,13,6,0.0259,0.09390000000000001,1.1,0.0301,140,0,218,25,8,0.0,0.0
729,148,54,39,227,151,228,0.19920000000000002,0.0175,33,0.0034999999999999996,8,4,0.017,0.11220000000000001,0.79,0.033,135,2,182,38,5,0.5,1.5
730,157,52,28,160,97,160,0.5272,0.0062,13,0.0033,3,1,0.0172,0.1121,0.52,0.0276,89,0,129,21,2,0.0,0.0
731,156,50,26,160,111,160,0.36979999999999996,0.0125,16,0.0046,4,2,0.0345,0.1293,0.73,0.0179,80,1,130,13,4,2.0,0.0
732,81,44,26,156,75,158,0.6158,0.0127,41,0.0078000000000000005,8,2,0.0233,0.2267,1.23,0.0264,59,1,131,68,5,1.0,1.0
733,180,42,47,230,110,235,0.35159999999999997,0.0894,57,0.031400000000000004,14,21,0.17370000000000002,0.20079999999999998,7.38,0.0318,188,0,178,61,47,0.0,0.0
734,144,2,8,15,9,29,0.5576,0.3103,0,0.17300000000000001,0,9,2.375,0.0,5.01,0.023799999999999998,1,0,19,0,22,0.0,0.0
735,105,0,12,22,2,27,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,15,1,0,0.0,0.0
736,222,0,8,21,5,29,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,21,0,0,0.0,0.0
