Dates,Clics,Ctr,Impressions,Bounces,Cr,Transactions,Av.session duration,Revenue,Ctr products list,Cart/details rate,Purchase / details rate,refunds,Exits ,New sessions,Av product price,Clics product list,Num.of products added to cart,Session value,Products list Ctr,Rpc,Session inclueded searches,Page/session,Av.number of product sold per transaction,Num.of times product included in a cart during the purchase process,Sessions
20150922,"0(0,00 %)","0,00 %","0(0,00 %)","26,64 %","2,05 %","15(0,10 %)",0:03:41,"198,59 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,01 %","65,16 %","18,05 €","0(0,00 %)","0(0,00 %)","0,27 €","0,00 %","0,00 €","0,55 %","6,24",1,"0(0,00 %)","732(0,07 %)"
20150921,"0(0,00 %)","0,00 %","0(0,00 %)","27,05 %","2,73 %","21(0,14 %)",0:03:24,"386,79 €(0,08 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,03 %","50,98 %","25,79 €","0(0,00 %)","0(0,00 %)","0,50 €","0,00 %","0,00 €","0,00 %","5,87",1,"0(0,00 %)","769(0,07 %)"
20150920,"0(0,00 %)","0,00 %","0(0,00 %)","25,78 %","0,00 %","0(0,00 %)",0:03:06,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,79 %","49,56 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,62",0,"0(0,00 %)","450(0,04 %)"
20150919,"0(0,00 %)","0,00 %","0(0,00 %)","27,19 %","0,88 %","4(0,03 %)",0:03:07,"57,70 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,60 %","62,94 %","28,85 €","0(0,00 %)","0(0,00 %)","0,13 €","0,00 %","0,00 €","0,44 %","6,41",1,"0(0,00 %)","456(0,04 %)"
20150918,"0(0,00 %)","0,00 %","0(0,00 %)","32,05 %","0,85 %","6(0,04 %)",0:02:23,"72,58 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,21 %","58,83 %","18,15 €","0(0,00 %)","0(0,00 %)","0,10 €","0,00 %","0,00 €","1,57 %","5,49",1,"0(0,00 %)","702(0,07 %)"
20150917,"0(0,00 %)","0,00 %","0(0,00 %)","28,56 %","2,13 %","19(0,13 %)",0:03:36,"269,03 €(0,05 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,53 %","63,05 %","17,94 €","0(0,00 %)","0(0,00 %)","0,30 €","0,00 %","0,00 €","0,67 %","6,05",1,"0(0,00 %)","893(0,09 %)"
20150916,"0(0,00 %)","0,00 %","0(0,00 %)","29,85 %","0,46 %","4(0,03 %)",0:03:29,"49,14 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,42 %","62,14 %","24,57 €","0(0,00 %)","0(0,00 %)","0,06 €","0,00 %","0,00 €","0,00 %","5,74",1,"0(0,00 %)","861(0,08 %)"
20150915,"0(0,00 %)","0,00 %","0(0,00 %)","31,45 %","0,00 %","0(0,00 %)",0:03:12,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,57 %","70,93 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,45 %","6,42",0,"0(0,00 %)","884(0,08 %)"
20150914,"0(0,00 %)","0,00 %","0(0,00 %)","28,71 %","1,74 %","11(0,07 %)",0:03:30,"173,11 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,42 %","59,46 %","28,85 €","0(0,00 %)","0(0,00 %)","0,27 €","0,00 %","0,00 €","0,63 %","5,74",1,"0(0,00 %)","634(0,06 %)"
20150913,"0(0,00 %)","0,00 %","0(0,00 %)","32,14 %","2,14 %","9(0,06 %)",0:02:58,"76,87 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,17 %","57,62 %","19,22 €","0(0,00 %)","0(0,00 %)","0,18 €","0,00 %","0,00 €","0,00 %","5,5",1,"0(0,00 %)","420(0,04 %)"
20150912,"0(0,00 %)","0,00 %","0(0,00 %)","28,34 %","1,32 %","9(0,06 %)",0:02:52,"76,87 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,52 %","72,25 %","19,22 €","0(0,00 %)","0(0,00 %)","0,11 €","0,00 %","0,00 €","0,29 %","6,05",1,"0(0,00 %)","681(0,07 %)"
20150911,"0(0,00 %)","0,00 %","0(0,00 %)","26,75 %","2,27 %","21(0,14 %)",0:03:09,"267,00 €(0,05 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,27 %","76,91 %","20,54 €","0(0,00 %)","0(0,00 %)","0,29 €","0,00 %","0,00 €","0,43 %","6,55",1,"0(0,00 %)","927(0,09 %)"
20150910,"0(0,00 %)","0,00 %","0(0,00 %)","25,62 %","3,48 %","39(0,26 %)",0:02:58,"608,93 €(0,12 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,39 %","73,75 %","22,25 €","0(0,00 %)","0(0,00 %)","0,54 €","0,00 %","0,00 €","0,18 %","6,1",1,"0(0,00 %)","1.120(0,11 %)"
20150909,"0(0,00 %)","0,00 %","0(0,00 %)","24,30 %","1,17 %","13(0,09 %)",0:03:00,"286,48 €(0,06 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,63 %","73,27 %","35,27 €","0(0,00 %)","0(0,00 %)","0,26 €","0,00 %","0,00 €","0,00 %","5,67",1,"0(0,00 %)","1.111(0,11 %)"
20150908,"0(0,00 %)","0,00 %","0(0,00 %)","31,33 %","2,81 %","15(0,10 %)",0:04:00,"209,19 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,10 %","60,98 %","16,09 €","0(0,00 %)","0(0,00 %)","0,39 €","0,00 %","0,00 €","0,00 %","6,62","1,44","0(0,00 %)","533(0,05 %)"
20150907,"0(0,00 %)","0,00 %","0(0,00 %)","32,82 %","1,55 %","9(0,06 %)",0:02:58,"100,42 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,11 %","65,81 %","25,10 €","0(0,00 %)","0(0,00 %)","0,17 €","0,00 %","0,00 €","0,00 %","5,23",1,"0(0,00 %)","582(0,06 %)"
20150906,"0(0,00 %)","0,00 %","0(0,00 %)","36,19 %","0,00 %","0(0,00 %)",0:03:01,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,95 %","66,85 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,28",0,"0(0,00 %)","362(0,03 %)"
20150905,"0(0,00 %)","0,00 %","0(0,00 %)","36,69 %","2,92 %","9(0,06 %)",0:02:56,"98,28 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,74 %","65,91 %","24,57 €","0(0,00 %)","0(0,00 %)","0,32 €","0,00 %","0,00 €","0,00 %","6,35",1,"0(0,00 %)","308(0,03 %)"
20150904,"0(0,00 %)","0,00 %","0(0,00 %)","31,18 %","2,08 %","9(0,06 %)",0:03:02,"136,82 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,64 %","62,36 %","34,20 €","0(0,00 %)","0(0,00 %)","0,32 €","0,00 %","0,00 €","0,00 %","5,09",1,"0(0,00 %)","433(0,04 %)"
20150903,"0(0,00 %)","0,00 %","0(0,00 %)","35,33 %","1,14 %","4(0,03 %)",0:03:14,"72,69 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,59 %","57,83 %","36,35 €","0(0,00 %)","0(0,00 %)","0,21 €","0,00 %","0,00 €","0,00 %","5,11",1,"0(0,00 %)","351(0,03 %)"
20150902,"0(0,00 %)","0,00 %","0(0,00 %)","32,84 %","2,22 %","9(0,06 %)",0:04:19,"130,39 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,23 %","57,53 %","32,60 €","0(0,00 %)","0(0,00 %)","0,32 €","0,00 %","0,00 €","0,00 %","5,8",1,"0(0,00 %)","405(0,04 %)"
20150901,"0(0,00 %)","0,00 %","0(0,00 %)","34,48 %","0,86 %","4(0,03 %)",0:03:20,"57,70 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,77 %","64,24 %","28,85 €","0(0,00 %)","0(0,00 %)","0,12 €","0,00 %","0,00 €","0,00 %","5,06",1,"0(0,00 %)","467(0,04 %)"
20150831,"0(0,00 %)","0,00 %","0(0,00 %)","32,96 %","2,41 %","13(0,09 %)",0:03:38,"177,39 €(0,04 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,22 %","53,15 %","29,57 €","0(0,00 %)","0(0,00 %)","0,33 €","0,00 %","0,00 €","0,00 %","5,81",1,"0(0,00 %)","540(0,05 %)"
20150830,"0(0,00 %)","0,00 %","0(0,00 %)","32,53 %","0,96 %","4(0,03 %)",0:02:29,"72,69 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,58 %","57,83 %","36,35 €","0(0,00 %)","0(0,00 %)","0,18 €","0,00 %","0,00 €","0,00 %","5,69",1,"0(0,00 %)","415(0,04 %)"
20150829,"0(0,00 %)","0,00 %","0(0,00 %)","30,22 %","1,49 %","4(0,03 %)",0:02:55,"72,69 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,85 %","61,57 %","36,35 €","0(0,00 %)","0(0,00 %)","0,27 €","0,00 %","0,00 €","0,00 %","6,31",1,"0(0,00 %)","268(0,03 %)"
20150828,"0(0,00 %)","0,00 %","0(0,00 %)","31,63 %","0,00 %","0(0,00 %)",0:02:56,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,74 %","71,43 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,97",0,"0(0,00 %)","392(0,04 %)"
20150827,"0(0,00 %)","0,00 %","0(0,00 %)","35,18 %","0,96 %","4(0,03 %)",0:02:05,"68,41 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,37 %","68,19 %","34,20 €","0(0,00 %)","0(0,00 %)","0,16 €","0,00 %","0,00 €","0,00 %","5,16",1,"0(0,00 %)","415(0,04 %)"
20150826,"0(0,00 %)","0,00 %","0(0,00 %)","22,90 %","1,61 %","9(0,06 %)",0:03:29,"126,11 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","14,66 %","62,43 %","31,53 €","0(0,00 %)","0(0,00 %)","0,23 €","0,00 %","0,00 €","0,00 %","6,82",1,"0(0,00 %)","559(0,05 %)"
20150825,"0(0,00 %)","0,00 %","0(0,00 %)","38,32 %","3,41 %","13(0,09 %)",0:02:50,"282,20 €(0,06 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,06 %","63,52 %","31,36 €","0(0,00 %)","0(0,00 %)","0,74 €","0,00 %","0,00 €","0,00 %","4,98",1,"0(0,00 %)","381(0,04 %)"
20150824,"0(0,00 %)","0,00 %","0(0,00 %)","36,18 %","0,00 %","0(0,00 %)",0:02:30,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,79 %","69,66 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,32",0,"0(0,00 %)","445(0,04 %)"
20150823,"0(0,00 %)","0,00 %","0(0,00 %)","43,75 %","2,27 %","4(0,03 %)",0:03:09,"141,10 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,87 %","67,05 %","36,35 €","0(0,00 %)","0(0,00 %)","0,80 €","0,00 %","0,00 €","0,00 %","5,6",1,"0(0,00 %)","176(0,02 %)"
20150822,"0(0,00 %)","0,00 %","0(0,00 %)","46,10 %","0,00 %","0(0,00 %)",0:03:09,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","24,80 %","63,64 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,03",0,"0(0,00 %)","154(0,01 %)"
20150821,"0(0,00 %)","0,00 %","0(0,00 %)","41,90 %","4,29 %","9(0,06 %)",0:02:14,"85,43 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,69 %","66,19 %","21,36 €","0(0,00 %)","0(0,00 %)","0,41 €","0,00 %","0,00 €","0,00 %","4,61",1,"0(0,00 %)","210(0,02 %)"
20150820,"0(0,00 %)","0,00 %","0(0,00 %)","38,06 %","0,00 %","0(0,00 %)",0:03:23,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,54 %","74,52 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,39",0,"0(0,00 %)","310(0,03 %)"
20150819,"0(0,00 %)","0,00 %","0(0,00 %)","28,17 %","0,00 %","0(0,00 %)",0:02:43,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","15,32 %","69,54 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","6,53",0,"0(0,00 %)","394(0,04 %)"
20150818,"0(0,00 %)","0,00 %","0(0,00 %)","36,19 %","0,95 %","4(0,03 %)",0:02:30,"147,52 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,37 %","68,33 %","37,42 €","0(0,00 %)","0(0,00 %)","0,35 €","0,00 %","0,00 €","0,00 %","4,91",1,"0(0,00 %)","420(0,04 %)"
20150817,"0(0,00 %)","0,00 %","0(0,00 %)","31,69 %","2,02 %","9(0,06 %)",0:02:25,"136,82 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,70 %","61,57 %","34,20 €","0(0,00 %)","0(0,00 %)","0,31 €","0,00 %","0,00 €","0,00 %","5,08",1,"0(0,00 %)","445(0,04 %)"
20150816,"0(0,00 %)","0,00 %","0(0,00 %)","47,60 %","0,00 %","0(0,00 %)",0:01:42,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","28,06 %","65,50 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","3,56",0,"0(0,00 %)","229(0,02 %)"
20150815,"0(0,00 %)","0,00 %","0(0,00 %)","52,43 %","0,00 %","0(0,00 %)",0:01:28,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","31,02 %","70,87 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","3,22",0,"0(0,00 %)","103(0,01 %)"
20150814,"0(0,00 %)","0,00 %","0(0,00 %)","35,68 %","2,01 %","4(0,03 %)",0:03:42,"68,41 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","17,02 %","61,31 %","34,20 €","0(0,00 %)","0(0,00 %)","0,34 €","0,00 %","0,00 €","0,00 %","5,87",1,"0(0,00 %)","199(0,02 %)"
20150813,"0(0,00 %)","0,00 %","0(0,00 %)","37,72 %","0,00 %","0(0,00 %)",0:01:52,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","24,18 %","59,86 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,13",0,"0(0,00 %)","289(0,03 %)"
20150812,"0(0,00 %)","0,00 %","0(0,00 %)","36,83 %","2,86 %","9(0,06 %)",0:02:12,"265,07 €(0,05 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,63 %","57,14 %","29,45 €","0(0,00 %)","0(0,00 %)","0,84 €","0,00 %","0,00 €","0,00 %","4,62","2,25","0(0,00 %)","315(0,03 %)"
20150811,"0(0,00 %)","0,00 %","0(0,00 %)","39,74 %","0,00 %","0(0,00 %)",0:03:23,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,64 %","61,54 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,37",0,"0(0,00 %)","156(0,01 %)"
20150810,"0(0,00 %)","0,00 %","0(0,00 %)","35,58 %","2,45 %","4(0,03 %)",0:02:56,"42,72 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","26,90 %","65,64 %","21,36 €","0(0,00 %)","0(0,00 %)","0,26 €","0,00 %","0,00 €","0,00 %","3,72",1,"0(0,00 %)","163(0,02 %)"
20150809,"0(0,00 %)","0,00 %","0(0,00 %)","31,25 %","0,00 %","0(0,00 %)",0:06:00,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","13,54 %","68,75 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","7,39",0,"0(0,00 %)","96(0,01 %)"
20150808,"0(0,00 %)","0,00 %","0(0,00 %)","50,82 %","0,00 %","0(0,00 %)",0:02:08,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,85 %","72,13 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,8",0,"0(0,00 %)","122(0,01 %)"
20150807,"0(0,00 %)","0,00 %","0(0,00 %)","45,11 %","4,51 %","6(0,04 %)",0:02:28,"113,26 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,55 %","78,95 %","28,32 €","0(0,00 %)","0(0,00 %)","0,85 €","0,00 %","0,00 €","0,00 %","5,39",1,"0(0,00 %)","133(0,01 %)"
20150806,"0(0,00 %)","0,00 %","0(0,00 %)","39,17 %","0,00 %","0(0,00 %)",0:02:30,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,31 %","70,00 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,69",0,"0(0,00 %)","120(0,01 %)"
20150805,"0(0,00 %)","0,00 %","0(0,00 %)","41,36 %","0,00 %","0(0,00 %)",0:02:29,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","22,13 %","54,97 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,52",0,"0(0,00 %)","191(0,02 %)"
20150804,"0(0,00 %)","0,00 %","0(0,00 %)","45,02 %","1,59 %","4(0,03 %)",0:03:13,"36,29 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,53 %","60,56 %","18,15 €","0(0,00 %)","0(0,00 %)","0,14 €","0,00 %","0,00 €","0,00 %","5,12",1,"0(0,00 %)","251(0,02 %)"
20150803,"0(0,00 %)","0,00 %","0(0,00 %)","37,16 %","0,00 %","0(0,00 %)",0:02:34,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,08 %","64,68 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,74",0,"0(0,00 %)","218(0,02 %)"
20150802,"0(0,00 %)","0,00 %","0(0,00 %)","38,10 %","0,00 %","0(0,00 %)",0:02:48,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,34 %","58,33 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,45",0,"0(0,00 %)","84(0,01 %)"
20150801,"0(0,00 %)","0,00 %","0(0,00 %)","41,49 %","0,00 %","0(0,00 %)",0:02:16,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","22,17 %","47,87 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,51",0,"0(0,00 %)","94(0,01 %)"
20150731,"0(0,00 %)","0,00 %","0(0,00 %)","43,55 %","0,00 %","0(0,00 %)",0:02:12,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","24,22 %","69,35 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,13",0,"0(0,00 %)","124(0,01 %)"
20150730,"0(0,00 %)","0,00 %","0(0,00 %)","31,47 %","2,80 %","4(0,03 %)",0:03:22,"136,82 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,06 %","62,94 %","34,20 €","0(0,00 %)","0(0,00 %)","0,96 €","0,00 %","0,00 €","0,00 %","4,75",1,"0(0,00 %)","143(0,01 %)"
20150729,"0(0,00 %)","0,00 %","0(0,00 %)","30,32 %","4,84 %","15(0,10 %)",0:02:53,"117,89 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,63 %","64,19 %","8,26 €","0(0,00 %)","0(0,00 %)","0,38 €","0,00 %","0,00 €","0,00 %","4,85","1,36","0(0,00 %)","310(0,03 %)"
20150728,"0(0,00 %)","0,00 %","0(0,00 %)","38,92 %","0,00 %","0(0,00 %)",0:01:42,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","25,07 %","64,15 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","3,99",0,"0(0,00 %)","424(0,04 %)"
20150727,"0(0,00 %)","0,00 %","0(0,00 %)","36,67 %","0,00 %","0(0,00 %)",0:02:07,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,34 %","59,05 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,69",0,"0(0,00 %)","420(0,04 %)"
20150726,"0(0,00 %)","0,00 %","0(0,00 %)","38,10 %","10,71 %","9(0,06 %)",0:02:50,"140,89 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","18,26 %","76,19 %","16,36 €","0(0,00 %)","0(0,00 %)","1,68 €","0,00 %","0,00 €","0,00 %","5,48",1,"0(0,00 %)","84(0,01 %)"
20150725,"0(0,00 %)","0,00 %","0(0,00 %)","34,67 %","0,00 %","0(0,00 %)",0:02:57,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,69 %","62,67 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,08",0,"0(0,00 %)","75(0,01 %)"
20150724,"0(0,00 %)","0,00 %","0(0,00 %)","37,78 %","0,00 %","0(0,00 %)",0:04:20,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","19,48 %","54,44 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","5,13",0,"0(0,00 %)","90(0,01 %)"
20150723,"0(0,00 %)","0,00 %","0(0,00 %)","43,61 %","0,00 %","0(0,00 %)",0:01:50,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","27,48 %","60,90 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","3,64",0,"0(0,00 %)","133(0,01 %)"
20150722,"0(0,00 %)","0,00 %","0(0,00 %)","33,55 %","0,00 %","0(0,00 %)",0:03:20,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","23,14 %","71,71 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,32",0,"0(0,00 %)","152(0,01 %)"
20150721,"0(0,00 %)","0,00 %","0(0,00 %)","40,70 %","0,00 %","0(0,00 %)",0:02:43,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","26,05 %","66,83 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","3,84",0,"0(0,00 %)","199(0,02 %)"
20150720,"0(0,00 %)","0,00 %","0(0,00 %)","48,58 %","0,94 %","4(0,03 %)",0:02:06,"25,39 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","23,32 %","54,01 %","18,15 €","0(0,00 %)","0(0,00 %)","0,06 €","0,00 %","0,00 €","0,00 %","4,29",1,"0(0,00 %)","424(0,04 %)"
20150719,"0(0,00 %)","0,00 %","0(0,00 %)","68,47 %","0,00 %","0(0,00 %)",0:01:13,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","37,80 %","54,68 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","2,65",0,"0(0,00 %)","203(0,02 %)"
20150718,"0(0,00 %)","0,00 %","0(0,00 %)","46,88 %","0,00 %","0(0,00 %)",0:02:00,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","24,94 %","80,21 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,01",0,"0(0,00 %)","96(0,01 %)"
20150717,"0(0,00 %)","0,00 %","0(0,00 %)","40,29 %","2,88 %","4(0,03 %)",0:02:42,"68,41 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","25,55 %","60,43 %","34,20 €","0(0,00 %)","0(0,00 %)","0,49 €","0,00 %","0,00 €","0,00 %","3,91",1,"0(0,00 %)","139(0,01 %)"
20150716,"0(0,00 %)","0,00 %","0(0,00 %)","40,30 %","0,00 %","0(0,00 %)",0:02:48,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,06 %","52,24 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,99",0,"0(0,00 %)","201(0,02 %)"
20150715,"0(0,00 %)","0,00 %","0(0,00 %)","35,75 %","1,12 %","4(0,03 %)",0:02:51,"20,90 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,32 %","52,51 %","14,93 €","0(0,00 %)","0(0,00 %)","0,06 €","0,00 %","0,00 €","0,00 %","4,69",1,"0(0,00 %)","358(0,03 %)"
20150714,"0(0,00 %)","0,00 %","0(0,00 %)","39,49 %","2,05 %","4(0,03 %)",0:02:25,"47,00 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","21,57 %","57,95 %","23,50 €","0(0,00 %)","0(0,00 %)","0,24 €","0,00 %","0,00 €","0,00 %","4,64",1,"0(0,00 %)","195(0,02 %)"
20150713,"0(0,00 %)","0,00 %","0(0,00 %)","35,52 %","2,32 %","6(0,04 %)",0:02:33,"81,15 €(0,02 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","22,40 %","55,21 %","20,29 €","0(0,00 %)","0(0,00 %)","0,31 €","0,00 %","0,00 €","0,00 %","4,46",1,"0(0,00 %)","259(0,02 %)"
20150712,"0(0,00 %)","0,00 %","0(0,00 %)","35,93 %","0,00 %","0(0,00 %)",0:01:59,"0,00 €(0,00 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","20,16 %","62,87 %","0,00 €","0(0,00 %)","0(0,00 %)","0,00 €","0,00 %","0,00 €","0,00 %","4,96",0,"0(0,00 %)","334(0,03 %)"
20150711,"0(0,00 %)","0,00 %","0(0,00 %)","35,20 %","1,32 %","4(0,03 %)",0:03:11,"29,03 €(0,01 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,65 %","66,78 %","14,52 €","0(0,00 %)","0(0,00 %)","0,10 €","0,00 %","0,00 €","0,00 %","6,01",1,"0(0,00 %)","304(0,03 %)"
20150710,"0(0,00 %)","0,00 %","0(0,00 %)","30,48 %","3,70 %","13(0,09 %)",0:03:32,"156,07 €(0,03 %)","0,00 %","0,00 %","0,00 %","0(0,00 %)","16,85 %","52,99 %","13,51 €","0(0,00 %)","0(0,00 %)","0,44 €","0,00 %","0,00 €","0,00 %","5,93",1,"0(0,00 %)","351(0,03 %)"
